OrderName,Description,ItemCode,ItemDescription,PartDescription,SupplierID,EquipmentID,TotalCost,Quantity
"Attachment, Breathing, Positive End Expiratory Pressure","Description for Attachment, Breathing, Positive End Expiratory Pressure",BP0001,Batteries/ UPS,RECHARGEABLE BATTERY TOP 5300 12V 700MAH,265,1882,4895.799583,7
"Stimulator, Nerve, Ac-Powered Stimulator, Nerve, Battery-Powered","Description for Stimulator, Nerve, Ac-Powered Stimulator, Nerve, Battery-Powered",BP0025,Sensors/ Detectors,Drop Sensor T31 (88t),266,927,3828.359583,4
"Radioassay, Vitamin B12","Description for Radioassay, Vitamin B12",BP0001,Batteries/ UPS,DRAGER OXYLOG 2000 BATTERY,267,5901,857.3369023,2
"Analyzer, Gas, Water Vapor, Gaseous-Phase","Description for Analyzer, Gas, Water Vapor, Gaseous-Phase",BP0001,Batteries/ UPS,Battery,268,3787,1119.337437,4
Lung Sound Monitor,Description for Lung Sound Monitor,BP0005,Casing/ Covers/ Brackets/ Latches/ Part Holders,Corner Bracket,269,377,2884.601416,5
"Needle, Spinal, Short Term, Reprocessed","Description for Needle, Spinal, Short Term, Reprocessed",BP0005,Casing/ Covers/ Brackets/ Latches/ Part Holders,Corner Bracket,270,3685,3645.824379,4
"Cuff, Tracheal Tube, Inflatable Filter","Description for Cuff, Tracheal Tube, Inflatable Filter",BP0014,Hoses/ Tubings/ Adaptors/ Couplers/ Connectors/ Pipes,AMEDA Tube Grommet,271,2032,1251.292458,1
Implanted Phrenic Nerve Stimulator For Central Sleep Apnea,Description for Implanted Phrenic Nerve Stimulator For Central Sleep Apnea,BP0025,Sensors/ Detectors,Drop Sensor Complete Infusomat,272,2128,196.2456202,7
"Spirometer, Therapeutic (Incentive) Apparatus, Electronanesthesia","Description for Spirometer, Therapeutic (Incentive) Apparatus, Electronanesthesia",BP0025,Sensors/ Detectors,"Infusomat, Drop Sensor Complete",273,4814,1898.063987,3
"Tent, Oxygen Tube, Thorpe, Uncompensated Chair, Posture, For Cardiac And Pulmonary Treatment","Description for Tent, Oxygen Tube, Thorpe, Uncompensated Chair, Posture, For Cardiac And Pulmonary Treatment",BP0025,Sensors/ Detectors,B.BRAUN Drop Sensor Complete 34502629,274,3418,4514.440995,1
"Mask, Oxygen, Non-Rebreathing","Description for Mask, Oxygen, Non-Rebreathing",BP0013,Heater Elements,Element Replacement Kit,275,2990,3834.453649,5
"Spacer, Direct Patient Interface","Description for Spacer, Direct Patient Interface",BP0013,Heater Elements,Heater Wire,276,429,3342.995506,7
"Analyzer, Gas, Oxygen, Gaseous-Phase","Description for Analyzer, Gas, Oxygen, Gaseous-Phase",BP0026,Solenoids/ Valves/ Gauges,Solenoid Valve - Dual Port,277,1287,1205.807182,3
"Resuscitator, Manual, Non Self-Inflating","Description for Resuscitator, Manual, Non Self-Inflating",BP0026,Solenoids/ Valves/ Gauges,Fresenius 4008S Pressure reducing valve,278,5309,3572.963851,6
Medevac Use Oxygen Generator,Description for Medevac Use Oxygen Generator,BP0012,Filters,AIR SHIELD FILTER PACK OF 4 C400 & 450,279,5700,2546.548127,2
Absorbable Lung Biopsy Plug,Description for Absorbable Lung Biopsy Plug,BP0012,Filters,Air Filter (Pack Of 4),280,218,2098.102048,7
"Conduction, Anesthetic Needle (W/Wo Introducer)","Description for Conduction, Anesthetic Needle (W/Wo Introducer)",BP0012,Filters,Bacterial Filter,281,5202,4426.563553,1
Anesthesia Cabinet,Description for Anesthesia Cabinet,BP0003,Bulbs/ Lamps,BULB HALOGEN 12V 50V (LEICA),282,377,1092.181933,8
"Algesimeter, Powered Mask, Gas, Anesthetic","Description for Algesimeter, Powered Mask, Gas, Anesthetic",BP0003,Bulbs/ Lamps,Halogen Bulb 12V 50W,283,4931,3661.716336,10
"Apparatus, Nitric Oxide Delivery","Description for Apparatus, Nitric Oxide Delivery",BP0003,Bulbs/ Lamps,BULB OSRAM 64261 12V 30W,284,2625,2483.46086,7
"Apparatus, Suction, Patient Care","Description for Apparatus, Suction, Patient Care",BP0009,Electrodes,Potassium Electrode,285,4004,4538.35062,10
"Tube, Tracheal, Reprocessed","Description for Tube, Tracheal, Reprocessed",BP0009,Electrodes,"Electrode,Refill Cassette",286,3288,3288.980293,2
"Stimulator, Nerve, Peripheral, Electric","Description for Stimulator, Nerve, Peripheral, Electric",BP0009,Electrodes,"Electrode,Po2",287,1973,2119.662942,1
"Acid, Uric, Phosphotungstate Reduction","Description for Acid, Uric, Phosphotungstate Reduction",BP0009,Electrodes,"Electrode,Ph",288,489,1677.55509,10
"Drain, Tee (Water Trap) Percussor, Powered-Electric","Description for Drain, Tee (Water Trap) Percussor, Powered-Electric",BP0003,Bulbs/ Lamps,"BULB OLYMPUS 6V,10WGE (AX2017)",289,464,2783.293957,4
Tracheobronchial Suction Catheter Kit,Description for Tracheobronchial Suction Catheter Kit,BP0003,Bulbs/ Lamps,Bulb 6V 20W,290,5173,3790.902898,5
Tube Tracheostomy And Tube Cuff,Description for Tube Tracheostomy And Tube Cuff,BP0003,Bulbs/ Lamps,Bulb 6V 30W (Olympus),291,4002,1321.982025,4
"Clip, Nose Gas, Calibration (Specified Concentration)","Description for Clip, Nose Gas, Calibration (Specified Concentration)",BP0001,Batteries/ UPS,Battery AAA (Alkaline),292,268,2434.74963,8
Catheter Introducer,Description for Catheter Introducer,BP0001,Batteries/ UPS,Battery C (Alkaline),293,4309,193.7981527,4
"Needle, Spinal, Short Term, Reprocessed","Description for Needle, Spinal, Short Term, Reprocessed",BP0001,Batteries/ UPS,Battery D (Alkaline),294,1225,4771.426112,6
"Calculator, Predicted Values, Pulmonary Function","Description for Calculator, Predicted Values, Pulmonary Function",BP0001,Batteries/ UPS,Battery 9V (Alkaline),295,5405,1813.653023,8
"Monitor, Apnea, Home Use","Description for Monitor, Apnea, Home Use",BP0001,Batteries/ UPS,CRITIKON 8100 Battery,296,4760,4809.548949,7
Ventilatory Assistance Helmet,Description for Ventilatory Assistance Helmet,BP0001,Batteries/ UPS,Battery 6V,297,3425,3791.086149,1
"Catheter, Suction, Tracheobronchial, Reprocessed","Description for Catheter, Suction, Tracheobronchial, Reprocessed",BP0001,Batteries/ UPS,Rechargeable Battery 6V,298,2310,1293.121384,3
Device Indicating An Exhalation Event,Description for Device Indicating An Exhalation Event,BP0001,Batteries/ UPS,Battery Rech. 3.6V 1.8Ah,299,1792,1506.766589,6
"Humidifier, Respiratory, Mask (Direct Patient Interface)","Description for Humidifier, Respiratory, Mask (Direct Patient Interface)",BP0001,Batteries/ UPS,Rechargeable Battery 3.5V,300,4348,4750.5454,5
"Mask, Scavenging","Description for Mask, Scavenging",BP0003,Bulbs/ Lamps,Halogen Bulb 12V 100W 6834 FO,301,1076,4506.488582,4
"Monitor, Apnea, Facility Use","Description for Monitor, Apnea, Facility Use",BP0003,Bulbs/ Lamps,"Bulb,Collimator,12v 100w (Philips 64625) 50Hr",302,2454,1253.773498,9
"Analyzer, Gas, Desflurane, Gaseous-Phase (Anesthetic Concentration)","Description for Analyzer, Gas, Desflurane, Gaseous-Phase (Anesthetic Concentration)",BP0014,Hoses/ Tubings/ Adaptors/ Couplers/ Connectors/ Pipes,Sample & Reagent Tube Kit,303,5004,1788.842421,6
"Acid, Vanilmandelic, Electrophoretic Separation","Description for Acid, Vanilmandelic, Electrophoretic Separation",BP0014,Hoses/ Tubings/ Adaptors/ Couplers/ Connectors/ Pipes,Pre-Heater Tubing Kit,304,678,1052.768837,9
"Brush, Cleaning, Tracheal Tube","Description for Brush, Cleaning, Tracheal Tube",BP0025,Sensors/ Detectors,OXIBAND ADULT / NEONATAL SENSOR,305,375,3445.240921,10
Tube Tracheostomy And Tube Cuff,Description for Tube Tracheostomy And Tube Cuff,BP0025,Sensors/ Detectors,Oxi-Clip Finger Sensor,306,1536,3155.501293,3
Pulse Oximeter For Low-Acuity Settings,Description for Pulse Oximeter For Low-Acuity Settings,BP0025,Sensors/ Detectors,GRASEBY SOLARIS SPO2 FINGER SENSOR ADULT,307,2223,3461.946748,5
"Condenser, Heat And Moisture (Artificial Nose)","Description for Condenser, Heat And Moisture (Artificial Nose)",BP0004,Cables/ Lead Wires (or any part of it),"Ecg 5 Lead , Grabber Set Iec",308,832,3094.729441,5
"Analyzer, Gas, Oxygen, Partial Pressure, Blood-Phase, Indwelling","Description for Analyzer, Gas, Oxygen, Partial Pressure, Blood-Phase, Indwelling",BP0004,Cables/ Lead Wires (or any part of it),DATEX OHMEDA 3 LEAD WIRE,309,5889,3234.570678,4
"Resuscitator, Manual, Non Self-Inflating","Description for Resuscitator, Manual, Non Self-Inflating",BP0004,Cables/ Lead Wires (or any part of it),3 LEAD WIRE,310,1771,917.0141354,1
"Device, Positive Pressure Breathing, Intermittent","Description for Device, Positive Pressure Breathing, Intermittent",BP0004,Cables/ Lead Wires (or any part of it),Spo2 Extension Cable,311,2327,2650.380333,3
Pneumotachometer,Description for Pneumotachometer,BP0004,Cables/ Lead Wires (or any part of it),NELLCOR SPO2 Extension Cable Sensor DEC-8,312,3248,942.7797459,8
"Airway, Oropharyngeal, Anesthesiology Nebulizer (Direct Patient Interface)","Description for Airway, Oropharyngeal, Anesthesiology Nebulizer (Direct Patient Interface)",BP0004,Cables/ Lead Wires (or any part of it),Extension Cable Symphony,313,1211,295.5572326,9
"Analyzer, Gas, Oxygen, Partial Pressure, Blood-Phase, Indwelling","Description for Analyzer, Gas, Oxygen, Partial Pressure, Blood-Phase, Indwelling",BP0004,Cables/ Lead Wires (or any part of it),NELLCOR SPO2 Extension Cable Original DOC 10,314,2239,1785.560891,8
"Valve, Switching (Ploss)","Description for Valve, Switching (Ploss)",BP0025,Sensors/ Detectors,"NELLCOR SPO2 FINGER SENSOR Pediatric Spot-Check, Dura-Y Sensor",315,1521,4324.032794,1
"Ventilator, Continuous, Minimal Ventilatory Support, Home Use","Description for Ventilator, Continuous, Minimal Ventilatory Support, Home Use",BP0025,Sensors/ Detectors,NELLCOR SPO2 FINGER CLIP SPO2 SENSOR DS100A,316,3038,1075.208119,5
Continuous Brachial Plexus Block Tray,Description for Continuous Brachial Plexus Block Tray,BP0025,Sensors/ Detectors,Dura-Y Multi Site Sensor,317,5074,2315.661209,6
"Analyzer, Gas, Enflurane, Gaseous-Phase (Anesthetic Concentration)","Description for Analyzer, Gas, Enflurane, Gaseous-Phase (Anesthetic Concentration)",BP0025,Sensors/ Detectors,Oxygen Sensor Adult/Neonatal Oxiband,318,3599,2647.717983,9
Oral Airway Assist,Description for Oral Airway Assist,BP0003,Bulbs/ Lamps,Bulb WELCH ALLYN 08500,319,479,3308.760931,6
"Analyzer, Ion, Hydrogen-Ion (Ph), Blood-Phase, Indwelling","Description for Analyzer, Ion, Hydrogen-Ion (Ph), Blood-Phase, Indwelling",BP0003,Bulbs/ Lamps,Bulb,320,4776,4925.613905,3
"Prosthesis, Tracheal, Expandable","Description for Prosthesis, Tracheal, Expandable",BP0003,Bulbs/ Lamps,Bulb WELCH ALLYN 03000,321,5407,4016.260325,5
Non-Bronchoscopic Bronchoalveolar Lavage Catheter,Description for Non-Bronchoscopic Bronchoalveolar Lavage Catheter,BP0003,Bulbs/ Lamps,Bulb WELCH ALLYN 03400,322,2656,595.4648074,3
Electrical Tumor Treatment Fields,Description for Electrical Tumor Treatment Fields,BP0003,Bulbs/ Lamps,Bulb WELCH ALLYN 04400,323,265,878.0072973,3
Tracheal Suction Set,Description for Tracheal Suction Set,BP0003,Bulbs/ Lamps,Lamp For Mfi/Vdx,324,4854,2673.572623,3
"Analyzer, Gas, Carbon-Dioxide, Partial Pressure, Blood-Phase, Indwelling","Description for Analyzer, Gas, Carbon-Dioxide, Partial Pressure, Blood-Phase, Indwelling",BP0003,Bulbs/ Lamps,Bulb Halogen 22.8V 50W,325,3399,2289.567811,7
"Bed, Rocking, Breathing Assist Nebulizer, Medicinal, Non-Ventilatory (Atomizer)","Description for Bed, Rocking, Breathing Assist Nebulizer, Medicinal, Non-Ventilatory (Atomizer)",BP0003,Bulbs/ Lamps,BULB HANAULUX BLUE 22.8V 90W 130/90 NR.56053198 (HERAEUS),326,2940,4444.214594,7
"Gas, Helium","Description for Gas, Helium",BP0003,Bulbs/ Lamps,BULB PHILIPS 409843 TYPE 6550 15V 150W 409843,327,4543,4912.388643,4
"Monitor, Apnea, Facility Use","Description for Monitor, Apnea, Facility Use",BP0014,Hoses/ Tubings/ Adaptors/ Couplers/ Connectors/ Pipes,Oxytip Interconnect/Universal,328,3027,4300.50557,3
"Porter Silber Hydrazone, 17-Hydroxycorticosteroids","Description for Porter Silber Hydrazone, 17-Hydroxycorticosteroids",BP0001,Batteries/ UPS,Rechargeable Battery 8.4V 300Ah,329,3085,2949.678581,7
Spinal Epidural Anesthesia Kit,Description for Spinal Epidural Anesthesia Kit,BP0001,Batteries/ UPS,AIR SHIELD C100 Rechargeable Battery 6V 2.5Ah,330,3072,4110.41893,4
Anesthesia Cabinet,Description for Anesthesia Cabinet,BP0001,Batteries/ UPS,Battery 12V,331,4134,1914.961335,2
"Absorbent, Carbon-Dioxide","Description for Absorbent, Carbon-Dioxide",BP0001,Batteries/ UPS,Rechargeable Battery 12V,332,4779,3364.638601,4
"Analyzer, Nitrogen Dioxide, Exempt","Description for Analyzer, Nitrogen Dioxide, Exempt",BP0014,Hoses/ Tubings/ Adaptors/ Couplers/ Connectors/ Pipes,ESHMAN TAPERED CONNECTOR,333,4704,1138.449792,6
"Needle, Spinal, Short Term, Reprocessed","Description for Needle, Spinal, Short Term, Reprocessed",BP0004,Cables/ Lead Wires (or any part of it),300 Series 3 Lead Trunk Cable 3M/10',334,1045,667.1470035,10
"Plethysmograph, Pressure","Description for Plethysmograph, Pressure",BP0004,Cables/ Lead Wires (or any part of it),DATEX OHMEDA Spo2 Extension Cable (OXY-OL3),335,840,1600.989316,2
"Prosthesis, Tracheal, Expandable","Description for Prosthesis, Tracheal, Expandable",BP0004,Cables/ Lead Wires (or any part of it),ECG Trunk Cable,336,5665,3976.503625,6
"Analyzer, Gas, Nitrogen, Gaseous-Phase","Description for Analyzer, Gas, Nitrogen, Gaseous-Phase",BP0004,Cables/ Lead Wires (or any part of it),Oxytip Interconnect Cable,337,2679,544.4048556,4
Tracheal Suction Set,Description for Tracheal Suction Set,BP0004,Cables/ Lead Wires (or any part of it),SPO2 Extension Cable,338,3355,3869.206099,8
"Generator, Oxygen, Portable Flowmeter, Tube, Thorpe, Back-Pressure Compensated","Description for Generator, Oxygen, Portable Flowmeter, Tube, Thorpe, Back-Pressure Compensated",BP0004,Cables/ Lead Wires (or any part of it),EXTENSION CABLE TS-M3,339,4930,1182.490622,7
"Apparatus, Gas-Scavenging","Description for Apparatus, Gas-Scavenging",BP0004,Cables/ Lead Wires (or any part of it),EXTENSION CABLE TS-N3,340,1697,2329.625967,1
"Algesimeter, Powered Mask, Gas, Anesthetic","Description for Algesimeter, Powered Mask, Gas, Anesthetic",BP0004,Cables/ Lead Wires (or any part of it),NOVAMETRIX SPO2 CABLE ADAPTOR NOR,341,2953,421.3602568,10
Emergency Resuscitator,Description for Emergency Resuscitator,BP0004,Cables/ Lead Wires (or any part of it),3 Lead Wire Set,342,296,3015.090094,1
Catheter Introducer,Description for Catheter Introducer,BP0004,Cables/ Lead Wires (or any part of it),SPACELAB 3 Lead Ecg Trunk Cable,343,807,2660.955487,3
"Mask, Scavenging","Description for Mask, Scavenging",BP0004,Cables/ Lead Wires (or any part of it),3 Lead Ecg Shilded Patient Cable For Pcms Only,344,3653,2583.452141,5
Nitric Oxide Generator And Delivery System,Description for Nitric Oxide Generator And Delivery System,BP0004,Cables/ Lead Wires (or any part of it),5 Lead Ecg Shilded Patient Cable For 90600/90700,345,3378,3363.254924,4
"Mask, Scavenging","Description for Mask, Scavenging",BP0004,Cables/ Lead Wires (or any part of it),Ecg Cable,346,5955,1162.810201,1
Implanted Diaphragmatic/Phrenic Nerve Stimulator,Description for Implanted Diaphragmatic/Phrenic Nerve Stimulator,BP0004,Cables/ Lead Wires (or any part of it),SPO2 Extension Cable,347,3163,1403.85823,9
"Acid, Nitrous And Nitrosonaphthol, 5-Hydroxyindole Acetic Acid/Serotonin","Description for Acid, Nitrous And Nitrosonaphthol, 5-Hydroxyindole Acetic Acid/Serotonin",BP0025,Sensors/ Detectors,Oxygen Sensor C-1,348,423,2498.868545,7
"Meter, Airway Pressure (Inspiratory Force)","Description for Meter, Airway Pressure (Inspiratory Force)",BP0025,Sensors/ Detectors,Flow Sensor Q2 W/Eprom,349,3924,4857.383088,9
Retrograde Intubation Set,Description for Retrograde Intubation Set,BP0025,Sensors/ Detectors,Exhalation Sensor (Q3/T3),350,3292,4154.815455,3
"Hood, Oxygen, Infant","Description for Hood, Oxygen, Infant",BP0025,Sensors/ Detectors,DATEX OHMEDA FLOW SENSOR 1503-3856-000 (PENDEK),351,4767,3675.439388,5
Mechanical Ventilator,Description for Mechanical Ventilator,BP0025,Sensors/ Detectors,Skin Temperature Probe,352,3077,2285.495256,10
"Inhaler, Metered Dose Or Dry Powder, Cder Or Cber Led","Description for Inhaler, Metered Dose Or Dry Powder, Cder Or Cber Led",BP0025,Sensors/ Detectors,Oxytip Finger Sensor,353,2659,249.7324757,7
"Ventilator, Continuous, Non-Life-Supporting","Description for Ventilator, Continuous, Non-Life-Supporting",BP0025,Sensors/ Detectors,Spo2 Finger Sensor,354,78,939.261647,6
"Valve, Non-Rebreathing","Description for Valve, Non-Rebreathing",BP0022,Power Supply Unit (PCB or Module)/ Transfomer,Retrokit Power,355,913,795.2039143,7
"Monitor, Apnea, Facility Use","Description for Monitor, Apnea, Facility Use",BP0022,Power Supply Unit (PCB or Module)/ Transfomer,Power PCB Assembly,356,866,2004.659561,2
Spinal Epidural Anesthesia Kit,Description for Spinal Epidural Anesthesia Kit,BP0025,Sensors/ Detectors,Spo2 Reusable Finger Sensor Oxy-F4-H,357,1684,2039.066491,9
"Ventilator, Continuous, Minimal Ventilatory Support, Facility Use","Description for Ventilator, Continuous, Minimal Ventilatory Support, Facility Use",BP0023,PPM/ Service/Maintenance/ Repair Kits,PM KIT As/5,358,1532,989.3063681,6
"Zimmerman/Norymberski, 17-Ketogenic Steroids","Description for Zimmerman/Norymberski, 17-Ketogenic Steroids",BP0024,Printed Circuit Boards (PCB; Other than Power Supply),Display Board Pcb,359,2284,110.0026527,9
Lung Sound Monitor,Description for Lung Sound Monitor,BP0024,Printed Circuit Boards (PCB; Other than Power Supply),Control PCB Assembly,360,4457,1448.479132,6
"Acid, Vanilmandelic, Electrophoretic Separation","Description for Acid, Vanilmandelic, Electrophoretic Separation",BP0018,Motors/ Micromotors/ Carbon brushes,Fan Motor,361,3430,3870.433558,2
Orotracheal Intubation Guide Kit,Description for Orotracheal Intubation Guide Kit,BP0025,Sensors/ Detectors,NOVAMETRIX SPO2 PROBE FINGER ADULT,362,429,2544.855624,1
Tracheal Suction Set,Description for Tracheal Suction Set,BP0011,Equipment Specific Parts,Suction Jar Shatterproof Plastic,363,5513,2977.776093,8
"Needle, Spinal, Short Term","Description for Needle, Spinal, Short Term",BP0011,Equipment Specific Parts,CLEMENT Sp BLUE Inlet Nipple,364,1344,4114.013137,2
"Absorbent, Carbon-Dioxide","Description for Absorbent, Carbon-Dioxide",BP0028,Transducers/ Probes,Bd'S Pressure Tranducer P23Xl-1,365,3079,3111.457526,10
"Heater, Breathing System W/Wo Controller (Not Humidifier Or Nebulizer","Description for Heater, Breathing System W/Wo Controller (Not Humidifier Or Nebulizer",BP0028,Transducers/ Probes,ARGON (BD) Pressure Transducer P23xl,366,5257,2873.923005,1
"Chromatographic Separation/Zimmerman, 17-Ketosteroids","Description for Chromatographic Separation/Zimmerman, 17-Ketosteroids",BP0005,Casing/ Covers/ Brackets/ Latches/ Part Holders,ESHMAN SPARE LID FOR RECEIVED JAR,367,4914,3094.985051,4
"Stethoscope, Esophageal Vaporizer, Anesthesia, Non-Heated","Description for Stethoscope, Esophageal Vaporizer, Anesthesia, Non-Heated",BP0025,Sensors/ Detectors,DYNAL Skin Temp Probe,368,3984,1500.375833,2
