HCPCS_and_CPT_Code,DME_Supplier_Services_MUE_Values,MUE_Adjudication_Indicator,MUE_Rationale
Q0494,0,3 Date of Service Edit: Clinical,CMS Policy
Q0495,0,3 Date of Service Edit: Clinical,CMS Policy
Q0496,0,3 Date of Service Edit: Clinical,CMS Policy
Q0497,0,3 Date of Service Edit: Clinical,CMS Policy
Q0498,0,3 Date of Service Edit: Clinical,CMS Policy
Q0499,0,3 Date of Service Edit: Clinical,CMS Policy
Q0500,0,3 Date of Service Edit: Clinical,CMS Policy
Q0501,0,3 Date of Service Edit: Clinical,CMS Policy
Q0502,0,3 Date of Service Edit: Clinical,CMS Policy
Q0503,0,3 Date of Service Edit: Clinical,CMS Policy
Q0504,0,3 Date of Service Edit: Clinical,CMS Policy
Q0510,1,2 Date of Service Edit: Policy,CMS Policy
Q0511,1,2 Date of Service Edit: Policy,CMS Policy
Q0512,4,3 Date of Service Edit: Clinical,Clinical: Data
Q0513,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
Q0514,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
Q1004,0,3 Date of Service Edit: Clinical,CMS Policy
Q1005,0,3 Date of Service Edit: Clinical,CMS Policy
Q2049,0,3 Date of Service Edit: Clinical,Published Contractor Policy
Q2050,0,3 Date of Service Edit: Clinical,Published Contractor Policy
Q2052,1,2 Date of Service Edit: Policy,Published Contractor Policy
Q4001,0,3 Date of Service Edit: Clinical,CMS Policy
Q4002,0,3 Date of Service Edit: Clinical,CMS Policy
Q4003,0,3 Date of Service Edit: Clinical,CMS Policy
Q4004,0,3 Date of Service Edit: Clinical,CMS Policy
Q4005,0,3 Date of Service Edit: Clinical,CMS Policy
Q4006,0,3 Date of Service Edit: Clinical,CMS Policy
Q4007,0,3 Date of Service Edit: Clinical,CMS Policy
Q4008,0,3 Date of Service Edit: Clinical,CMS Policy
Q4009,0,3 Date of Service Edit: Clinical,CMS Policy
Q4010,0,3 Date of Service Edit: Clinical,CMS Policy
Q4011,0,3 Date of Service Edit: Clinical,CMS Policy
Q4012,0,3 Date of Service Edit: Clinical,CMS Policy
Q4013,0,3 Date of Service Edit: Clinical,CMS Policy
Q4014,0,3 Date of Service Edit: Clinical,CMS Policy
Q4015,0,3 Date of Service Edit: Clinical,CMS Policy
Q4016,0,3 Date of Service Edit: Clinical,CMS Policy
Q4017,0,3 Date of Service Edit: Clinical,CMS Policy
Q4018,0,3 Date of Service Edit: Clinical,CMS Policy
Q4019,0,3 Date of Service Edit: Clinical,CMS Policy
Q4020,0,3 Date of Service Edit: Clinical,CMS Policy
Q4021,0,3 Date of Service Edit: Clinical,CMS Policy
Q4022,0,3 Date of Service Edit: Clinical,CMS Policy
Q4023,0,3 Date of Service Edit: Clinical,CMS Policy
Q4024,0,3 Date of Service Edit: Clinical,CMS Policy
Q4025,0,3 Date of Service Edit: Clinical,CMS Policy
Q4026,0,3 Date of Service Edit: Clinical,CMS Policy
Q4027,0,3 Date of Service Edit: Clinical,CMS Policy
Q4028,0,3 Date of Service Edit: Clinical,CMS Policy
Q4029,0,3 Date of Service Edit: Clinical,CMS Policy
Q4030,0,3 Date of Service Edit: Clinical,CMS Policy
Q4031,0,3 Date of Service Edit: Clinical,CMS Policy
Q4032,0,3 Date of Service Edit: Clinical,CMS Policy
Q4033,0,3 Date of Service Edit: Clinical,CMS Policy
Q4034,0,3 Date of Service Edit: Clinical,CMS Policy
Q4035,0,3 Date of Service Edit: Clinical,CMS Policy
Q4036,0,3 Date of Service Edit: Clinical,CMS Policy
Q4037,0,3 Date of Service Edit: Clinical,CMS Policy
Q4038,0,3 Date of Service Edit: Clinical,CMS Policy
Q4039,0,3 Date of Service Edit: Clinical,CMS Policy
Q4040,0,3 Date of Service Edit: Clinical,CMS Policy
Q4041,0,3 Date of Service Edit: Clinical,CMS Policy
Q4042,0,3 Date of Service Edit: Clinical,CMS Policy
Q4043,0,3 Date of Service Edit: Clinical,CMS Policy
Q4044,0,3 Date of Service Edit: Clinical,CMS Policy
Q4045,0,3 Date of Service Edit: Clinical,CMS Policy
Q4046,0,3 Date of Service Edit: Clinical,CMS Policy
Q4047,0,3 Date of Service Edit: Clinical,CMS Policy
Q4048,0,3 Date of Service Edit: Clinical,CMS Policy
Q4049,0,3 Date of Service Edit: Clinical,CMS Policy
Q4074,279,3 Date of Service Edit: Clinical,Clinical: Data
Q5101,0,3 Date of Service Edit: Clinical,Published Contractor Policy
Q5103,0,3 Date of Service Edit: Clinical,CMS Policy
Q5104,0,3 Date of Service Edit: Clinical,CMS Policy
Q5107,0,3 Date of Service Edit: Clinical,CMS Policy
Q5109,0,3 Date of Service Edit: Clinical,CMS Policy
Q5111,0,3 Date of Service Edit: Clinical,CMS Policy
V2020,1,3 Date of Service Edit: Clinical,Clinical: Data
V2025,0,3 Date of Service Edit: Clinical,Published Contractor Policy
V2100,2,3 Date of Service Edit: Clinical,Clinical: Data
V2101,2,3 Date of Service Edit: Clinical,Anatomic Consideration
V2102,2,3 Date of Service Edit: Clinical,Anatomic Consideration
V2103,2,3 Date of Service Edit: Clinical,Clinical: Data
V2104,2,3 Date of Service Edit: Clinical,Anatomic Consideration
V2105,2,3 Date of Service Edit: Clinical,Anatomic Consideration
V2106,2,3 Date of Service Edit: Clinical,Anatomic Consideration
V2107,2,3 Date of Service Edit: Clinical,Anatomic Consideration
V2108,2,3 Date of Service Edit: Clinical,Anatomic Consideration
V2109,2,3 Date of Service Edit: Clinical,Anatomic Consideration
V2110,2,3 Date of Service Edit: Clinical,Anatomic Consideration
V2111,2,3 Date of Service Edit: Clinical,Anatomic Consideration
V2112,2,3 Date of Service Edit: Clinical,Anatomic Consideration
V2113,2,3 Date of Service Edit: Clinical,Anatomic Consideration
V2114,2,3 Date of Service Edit: Clinical,Anatomic Consideration
V2115,2,3 Date of Service Edit: Clinical,Anatomic Consideration
V2118,2,3 Date of Service Edit: Clinical,Anatomic Consideration
V2121,2,3 Date of Service Edit: Clinical,Anatomic Consideration
V2199,2,3 Date of Service Edit: Clinical,Nature of Equipment
V2200,2,3 Date of Service Edit: Clinical,Anatomic Consideration
V2201,2,3 Date of Service Edit: Clinical,Anatomic Consideration
V2202,2,3 Date of Service Edit: Clinical,Anatomic Consideration
V2203,2,3 Date of Service Edit: Clinical,Anatomic Consideration
V2204,2,3 Date of Service Edit: Clinical,Anatomic Consideration
V2205,2,3 Date of Service Edit: Clinical,Anatomic Consideration
V2206,2,3 Date of Service Edit: Clinical,Anatomic Consideration
V2207,2,3 Date of Service Edit: Clinical,Anatomic Consideration
V2208,2,3 Date of Service Edit: Clinical,Anatomic Consideration
V2209,2,3 Date of Service Edit: Clinical,Anatomic Consideration
V2210,2,3 Date of Service Edit: Clinical,Anatomic Consideration
V2211,2,3 Date of Service Edit: Clinical,Anatomic Consideration
V2212,2,3 Date of Service Edit: Clinical,Anatomic Consideration
V2213,2,3 Date of Service Edit: Clinical,Anatomic Consideration
V2214,2,3 Date of Service Edit: Clinical,Anatomic Consideration
V2215,2,3 Date of Service Edit: Clinical,Anatomic Consideration
V2218,2,3 Date of Service Edit: Clinical,Anatomic Consideration
V2219,2,3 Date of Service Edit: Clinical,Anatomic Consideration
V2220,2,3 Date of Service Edit: Clinical,Anatomic Consideration
V2221,2,3 Date of Service Edit: Clinical,Anatomic Consideration
V2299,2,3 Date of Service Edit: Clinical,Nature of Equipment
V2300,2,3 Date of Service Edit: Clinical,Anatomic Consideration
V2301,2,3 Date of Service Edit: Clinical,Anatomic Consideration
V2302,2,3 Date of Service Edit: Clinical,Anatomic Consideration
V2303,2,3 Date of Service Edit: Clinical,Anatomic Consideration
V2304,2,3 Date of Service Edit: Clinical,Anatomic Consideration
V2305,2,3 Date of Service Edit: Clinical,Anatomic Consideration
V2306,2,3 Date of Service Edit: Clinical,Anatomic Consideration
V2307,2,3 Date of Service Edit: Clinical,Anatomic Consideration
V2308,2,3 Date of Service Edit: Clinical,Anatomic Consideration
V2309,2,3 Date of Service Edit: Clinical,Anatomic Consideration
V2310,2,3 Date of Service Edit: Clinical,Anatomic Consideration
V2311,2,3 Date of Service Edit: Clinical,Anatomic Consideration
V2312,2,3 Date of Service Edit: Clinical,Anatomic Consideration
V2313,2,3 Date of Service Edit: Clinical,Anatomic Consideration
V2314,2,3 Date of Service Edit: Clinical,Anatomic Consideration
V2315,2,3 Date of Service Edit: Clinical,Anatomic Consideration
V2318,2,3 Date of Service Edit: Clinical,Anatomic Consideration
V2319,2,3 Date of Service Edit: Clinical,Anatomic Consideration
V2320,2,3 Date of Service Edit: Clinical,Anatomic Consideration
V2321,2,3 Date of Service Edit: Clinical,Anatomic Consideration
V2399,2,3 Date of Service Edit: Clinical,Nature of Equipment
V2410,2,3 Date of Service Edit: Clinical,Anatomic Consideration
V2430,2,3 Date of Service Edit: Clinical,Anatomic Consideration
V2499,2,3 Date of Service Edit: Clinical,Nature of Equipment
V2500,2,3 Date of Service Edit: Clinical,Anatomic Consideration
V2501,2,3 Date of Service Edit: Clinical,Anatomic Consideration
V2502,2,3 Date of Service Edit: Clinical,Anatomic Consideration
V2503,2,3 Date of Service Edit: Clinical,Anatomic Consideration
V2510,2,3 Date of Service Edit: Clinical,Anatomic Consideration
V2511,2,3 Date of Service Edit: Clinical,Anatomic Consideration
V2512,2,3 Date of Service Edit: Clinical,Anatomic Consideration
V2513,2,3 Date of Service Edit: Clinical,Anatomic Consideration
V2520,2,3 Date of Service Edit: Clinical,Anatomic Consideration
V2521,2,3 Date of Service Edit: Clinical,Anatomic Consideration
V2522,2,3 Date of Service Edit: Clinical,Anatomic Consideration
V2523,2,3 Date of Service Edit: Clinical,Anatomic Consideration
V2530,2,3 Date of Service Edit: Clinical,Anatomic Consideration
V2531,2,3 Date of Service Edit: Clinical,Anatomic Consideration
V2599,2,3 Date of Service Edit: Clinical,Nature of Equipment
V2600,0,2 Date of Service Edit: Policy,CMS Policy
V2610,0,2 Date of Service Edit: Policy,CMS Policy
V2615,0,2 Date of Service Edit: Policy,CMS Policy
V2623,2,2 Date of Service Edit: Policy,Anatomic Consideration
V2624,2,2 Date of Service Edit: Policy,Anatomic Consideration
V2625,2,2 Date of Service Edit: Policy,Anatomic Consideration
V2626,2,2 Date of Service Edit: Policy,Anatomic Consideration
V2627,2,2 Date of Service Edit: Policy,Anatomic Consideration
V2628,2,3 Date of Service Edit: Clinical,Nature of Service/Procedure
V2629,2,2 Date of Service Edit: Policy,Anatomic Consideration
V2630,0,3 Date of Service Edit: Clinical,CMS Policy
V2631,0,3 Date of Service Edit: Clinical,CMS Policy
V2632,0,3 Date of Service Edit: Clinical,CMS Policy
V2700,2,3 Date of Service Edit: Clinical,Anatomic Consideration
V2702,0,3 Date of Service Edit: Clinical,Published Contractor Policy
V2710,2,3 Date of Service Edit: Clinical,Anatomic Consideration
V2715,4,3 Date of Service Edit: Clinical,Clinical: Data
V2718,2,3 Date of Service Edit: Clinical,Anatomic Consideration
V2730,2,3 Date of Service Edit: Clinical,Anatomic Consideration
V2744,2,3 Date of Service Edit: Clinical,Clinical: Data
V2745,2,3 Date of Service Edit: Clinical,Clinical: Data
V2750,2,3 Date of Service Edit: Clinical,Clinical: Data
V2755,2,3 Date of Service Edit: Clinical,Clinical: Data
V2756,0,3 Date of Service Edit: Clinical,Published Contractor Policy
V2760,0,3 Date of Service Edit: Clinical,Published Contractor Policy
V2761,0,2 Date of Service Edit: Policy,CMS Policy
V2762,0,3 Date of Service Edit: Clinical,Published Contractor Policy
V2770,2,3 Date of Service Edit: Clinical,Anatomic Consideration
V2780,2,3 Date of Service Edit: Clinical,Anatomic Consideration
V2781,0,2 Date of Service Edit: Policy,CMS Policy
V2782,2,3 Date of Service Edit: Clinical,Anatomic Consideration
V2783,2,3 Date of Service Edit: Clinical,Anatomic Consideration
V2784,2,3 Date of Service Edit: Clinical,Clinical: Data
V2785,0,3 Date of Service Edit: Clinical,CMS Policy
V2786,0,3 Date of Service Edit: Clinical,Published Contractor Policy
V2790,0,3 Date of Service Edit: Clinical,CMS Policy
V2797,0,3 Date of Service Edit: Clinical,Published Contractor Policy
V5008,0,3 Date of Service Edit: Clinical,CMS Policy
V5010,0,3 Date of Service Edit: Clinical,CMS Policy
V5011,0,3 Date of Service Edit: Clinical,CMS Policy
V5274,0,3 Date of Service Edit: Clinical,CMS Policy
V5336,0,3 Date of Service Edit: Clinical,CMS Policy
