EquipmentID,TechnicianID,MaintenanceDate,MaintenanceTypeID,Description
4226,3320,4/5/2023,7,Lubricated moving parts
5084,4533,9/24/2023,3,Calibrated equipment for accuracy
2815,3883,11/18/2023,3,Replaced faulty sensor
2091,2931,1/18/2023,4,Diagnostic tests and troubleshooting
2814,379,3/14/2023,6,Performed software update
2900,2814,3/7/2023,1,Performed software update
2172,2940,2/12/2023,2,Verified calibration accuracy
401,2131,3/17/2023,8,Calibrated equipment for accuracy
4932,1149,4/30/2023,2,Replaced faulty sensor
598,2213,1/6/2023,6,Replaced faulty sensor
2776,3387,5/18/2023,4,Safety inspection and compliance check
1727,2518,11/19/2023,5,Replaced faulty sensor
3583,640,4/26/2023,8,Replaced worn-out components
5698,4691,10/15/2023,1,Replaced worn-out components
3322,2360,6/9/2023,3,Calibrated equipment for accuracy
2648,4256,9/17/2023,8,Calibrated equipment for accuracy
3017,100,3/23/2023,4,Preventive maintenance
2442,682,7/6/2023,6,Performed software update
4480,3203,12/12/2023,3,Routine inspection and cleaning
4809,3408,2/13/2023,6,Emergency repair
2471,4743,8/8/2023,2,Diagnostic tests and troubleshooting
2918,4666,6/14/2023,6,Emergency repair
3784,3088,12/23/2023,9,Safety inspection and compliance check
3799,4644,11/18/2023,7,Disinfection and sterilization
4401,31,2/28/2023,6,Performed software update
1956,526,7/14/2023,6,Replaced worn-out components
1295,1013,1/20/2023,2,Replaced faulty sensor
3414,458,5/2/2023,5,Safety inspection and compliance check
2339,1842,11/8/2023,3,Calibrated equipment for accuracy
2912,3826,9/23/2023,4,Lubricated moving parts
1598,48,5/14/2023,4,Diagnostic tests and troubleshooting
2024,1664,2/2/2023,4,Lubricated moving parts
4929,3834,1/26/2023,2,Replaced worn-out components
5982,118,3/8/2023,6,Verified calibration accuracy
2056,3159,6/26/2023,3,Checked and tightened loose connections
1317,2554,2/10/2023,5,Preventive maintenance
948,3765,10/26/2023,2,Diagnostic tests and troubleshooting
5102,2367,5/17/2023,9,Emergency repair
2910,3215,8/12/2023,9,Verified calibration accuracy
1106,2185,9/27/2023,4,Safety inspection and compliance check
2361,4488,10/19/2023,8,Safety inspection and compliance check
4780,2221,7/30/2023,7,Safety inspection and compliance check
5492,4926,7/7/2023,8,Safety inspection and compliance check
5868,2771,12/30/2023,1,Emergency repair
1377,1354,9/8/2023,6,Safety inspection and compliance check
3069,4690,1/21/2023,1,Calibrated equipment for accuracy
5780,3059,2/20/2023,7,Verified calibration accuracy
5961,3737,9/5/2023,8,Replaced faulty sensor
605,4724,11/27/2023,3,Disinfection and sterilization
4840,4844,6/15/2023,8,Replaced worn-out components
3116,3961,10/23/2023,6,Routine inspection and cleaning
3808,165,8/10/2023,9,Diagnostic tests and troubleshooting
1607,1299,7/4/2023,8,Performed software update
4514,1186,8/25/2023,2,Replaced worn-out components
3430,1122,9/23/2023,3,Performed software update
4170,3304,10/2/2023,1,Verified calibration accuracy
2146,2270,2/20/2023,4,Verified calibration accuracy
4809,2810,11/8/2023,4,Emergency repair
2133,1142,7/2/2023,3,Calibrated equipment for accuracy
3268,3026,1/22/2023,6,Routine inspection and cleaning
806,1451,3/14/2023,7,Checked and tightened loose connections
5704,4310,8/23/2023,5,Calibrated equipment for accuracy
4950,3464,8/28/2023,3,Lubricated moving parts
4857,2414,7/10/2023,6,Emergency repair
4115,2084,11/14/2023,3,Replaced faulty sensor
1707,807,5/23/2023,8,Routine inspection and cleaning
2084,4465,2/26/2023,6,Diagnostic tests and troubleshooting
4708,2600,9/19/2023,7,Calibrated equipment for accuracy
5757,4115,1/2/2023,5,Disinfection and sterilization
658,4792,12/5/2023,8,Emergency repair
3966,311,4/17/2023,9,Verified calibration accuracy
214,1079,1/13/2023,2,Disinfection and sterilization
2621,1975,4/30/2023,5,Emergency repair
1054,788,12/30/2023,3,Lubricated moving parts
897,258,11/30/2023,5,Checked and tightened loose connections
2415,2999,6/22/2023,9,Disinfection and sterilization
5592,245,11/17/2023,1,Verified calibration accuracy
3586,1828,8/21/2023,6,Verified calibration accuracy
611,4544,11/23/2023,8,Replaced worn-out components
2979,4547,10/24/2023,3,Performed software update
4985,4441,5/21/2023,5,Checked and tightened loose connections
2295,2411,1/13/2023,8,Verified calibration accuracy
843,2618,5/28/2023,7,Replaced worn-out components
3281,3755,1/23/2023,4,Routine inspection and cleaning
4827,461,9/30/2023,5,Replaced faulty sensor
2240,3397,8/4/2023,9,Routine inspection and cleaning
593,2191,8/3/2023,1,Checked and tightened loose connections
3181,1268,5/20/2023,2,Replaced worn-out components
4656,1011,7/17/2023,8,Performed software update
4748,779,2/6/2023,4,Checked and tightened loose connections
450,2014,7/30/2023,1,Replaced worn-out components
4548,3937,8/18/2023,6,Checked and tightened loose connections
3056,1551,5/8/2023,3,Replaced faulty sensor
608,1643,9/19/2023,3,Calibrated equipment for accuracy
3222,3782,2/14/2023,8,Replaced faulty sensor
2802,857,7/28/2023,3,Performed software update
278,3840,11/15/2023,4,Verified calibration accuracy
2600,4203,6/15/2023,4,Calibrated equipment for accuracy
2043,1549,11/5/2023,4,Calibrated equipment for accuracy
2245,1651,4/17/2023,2,Disinfection and sterilization
3705,4321,8/27/2023,8,Replaced worn-out components
99,341,1/15/2023,9,Safety inspection and compliance check
647,4701,1/12/2023,3,Calibrated equipment for accuracy
761,1465,10/26/2023,6,Lubricated moving parts
2921,4761,9/5/2023,1,Calibrated equipment for accuracy
4268,1279,9/13/2023,6,Routine inspection and cleaning
4341,2834,10/24/2023,7,Routine inspection and cleaning
1738,3325,8/22/2023,4,Verified calibration accuracy
2537,1420,12/18/2023,7,Calibrated equipment for accuracy
3544,1852,9/20/2023,8,Replaced worn-out components
1934,1258,8/3/2023,2,Checked and tightened loose connections
5127,2497,7/26/2023,3,Diagnostic tests and troubleshooting
4849,119,7/1/2023,1,Routine inspection and cleaning
4415,3143,4/17/2023,8,Calibrated equipment for accuracy
3969,1398,7/31/2023,1,Replaced faulty sensor
4475,4876,1/11/2023,6,Performed software update
2442,2485,6/21/2023,6,Disinfection and sterilization
5990,1687,12/1/2023,4,Preventive maintenance
2802,784,11/15/2023,9,Calibrated equipment for accuracy
4112,3342,12/4/2023,2,Emergency repair
1050,1345,1/16/2023,8,Diagnostic tests and troubleshooting
5046,931,3/15/2023,4,Checked and tightened loose connections
1081,2600,10/14/2023,3,Preventive maintenance
5103,2695,9/22/2023,4,Diagnostic tests and troubleshooting
2722,3471,7/26/2023,6,Calibrated equipment for accuracy
806,2386,11/3/2023,8,Checked and tightened loose connections
1085,3601,3/4/2023,2,Calibrated equipment for accuracy
817,2964,7/2/2023,9,Checked and tightened loose connections
5579,2197,1/1/2024,9,Lubricated moving parts
4352,4238,12/26/2023,9,Safety inspection and compliance check
5234,1837,7/20/2023,9,Preventive maintenance
3862,1890,4/6/2023,2,Replaced faulty sensor
3153,3082,11/18/2023,7,Replaced worn-out components
469,374,9/22/2023,6,Disinfection and sterilization
2139,1272,8/27/2023,7,Calibrated equipment for accuracy
451,1431,4/20/2023,1,Preventive maintenance
3475,1475,5/14/2023,8,Routine inspection and cleaning
1911,3947,9/12/2023,4,Preventive maintenance
3674,4713,11/5/2023,6,Calibrated equipment for accuracy
3315,2182,1/1/2024,6,Calibrated equipment for accuracy
1040,4974,5/26/2023,2,Replaced worn-out components
635,1883,3/26/2023,1,Lubricated moving parts
4274,1114,2/1/2023,9,Preventive maintenance
4080,4361,2/13/2023,5,Checked and tightened loose connections
5882,3022,1/26/2023,2,Performed software update
4030,2757,9/24/2023,4,Calibrated equipment for accuracy
5089,2349,3/19/2023,1,Replaced faulty sensor
365,824,8/15/2023,8,Safety inspection and compliance check
3528,4727,5/23/2023,5,Safety inspection and compliance check
3450,3070,4/5/2023,6,Emergency repair
2671,476,12/8/2023,2,Safety inspection and compliance check
1106,4366,9/2/2023,7,Performed software update
3059,973,6/25/2023,7,Replaced worn-out components
1579,3184,6/16/2023,2,Disinfection and sterilization
2040,1406,1/14/2023,7,Performed software update
3024,49,2/12/2023,1,Emergency repair
5009,1089,1/2/2023,3,Safety inspection and compliance check
3006,3785,9/12/2023,1,Lubricated moving parts
1982,2655,7/23/2023,7,Safety inspection and compliance check
3760,3977,3/3/2023,4,Diagnostic tests and troubleshooting
309,4341,7/12/2023,5,Replaced worn-out components
1140,688,5/27/2023,1,Calibrated equipment for accuracy
1772,2390,7/18/2023,1,Lubricated moving parts
1987,2080,12/3/2023,8,Verified calibration accuracy
5271,2727,12/24/2023,1,Replaced worn-out components
4576,1067,12/31/2023,3,Disinfection and sterilization
513,2636,3/7/2023,6,Verified calibration accuracy
3967,3630,12/30/2023,7,Performed software update
5197,3528,1/27/2023,7,Replaced worn-out components
4335,51,7/15/2023,3,Diagnostic tests and troubleshooting
2723,3979,4/24/2023,8,Diagnostic tests and troubleshooting
1927,1117,7/14/2023,2,Routine inspection and cleaning
573,3293,12/10/2023,1,Replaced faulty sensor
1903,2138,4/26/2023,5,Routine inspection and cleaning
4637,1973,2/16/2023,3,Calibrated equipment for accuracy
3972,348,12/24/2023,8,Checked and tightened loose connections
2771,4500,11/20/2023,2,Safety inspection and compliance check
3395,3848,1/6/2023,2,Replaced faulty sensor
3905,3019,11/25/2023,9,Replaced faulty sensor
5586,3560,5/22/2023,1,Verified calibration accuracy
847,1060,4/17/2023,9,Routine inspection and cleaning
5804,3903,12/8/2023,2,Lubricated moving parts
2962,4445,8/7/2023,2,Routine inspection and cleaning
4380,177,7/31/2023,9,Verified calibration accuracy
5860,4636,4/20/2023,9,Calibrated equipment for accuracy
3507,4189,2/9/2023,6,Emergency repair
5521,3652,3/2/2023,9,Checked and tightened loose connections
4531,4905,9/22/2023,9,Diagnostic tests and troubleshooting
3411,3246,7/29/2023,6,Calibrated equipment for accuracy
5823,614,7/1/2023,4,Lubricated moving parts
4470,1414,5/21/2023,3,Disinfection and sterilization
5283,2557,11/4/2023,3,Verified calibration accuracy
5839,1721,6/20/2023,5,Replaced worn-out components
27,3902,6/23/2023,3,Routine inspection and cleaning
3981,2869,3/12/2023,5,Emergency repair
4376,1174,11/29/2023,2,Lubricated moving parts
781,735,2/15/2023,4,Checked and tightened loose connections
4873,1494,12/24/2023,6,Disinfection and sterilization
1727,4787,8/28/2023,9,Replaced faulty sensor
4930,1729,11/5/2023,7,Safety inspection and compliance check
2138,113,12/6/2023,4,Calibrated equipment for accuracy
5233,2472,3/20/2023,2,Lubricated moving parts
3696,2681,5/15/2023,8,Replaced faulty sensor
4745,2231,3/21/2023,8,Disinfection and sterilization
4138,1383,10/23/2023,9,Replaced faulty sensor
1792,4571,6/28/2023,6,Lubricated moving parts
4722,4358,10/11/2023,6,Preventive maintenance
4246,1508,8/28/2023,3,Calibrated equipment for accuracy
4101,1294,12/16/2023,6,Emergency repair
5543,1124,10/13/2023,3,Verified calibration accuracy
3305,1307,8/16/2023,4,Calibrated equipment for accuracy
5415,167,4/11/2023,6,Safety inspection and compliance check
4478,4376,1/7/2023,2,Lubricated moving parts
4365,3667,4/5/2023,3,Replaced worn-out components
4876,542,7/30/2023,9,Emergency repair
3622,172,1/9/2023,9,Replaced worn-out components
1733,4147,1/31/2023,2,Replaced faulty sensor
2038,3357,6/1/2023,7,Routine inspection and cleaning
1864,195,12/19/2023,8,Checked and tightened loose connections
5750,3719,8/8/2023,6,Routine inspection and cleaning
2276,1073,3/29/2023,8,Performed software update
2972,1303,9/1/2023,8,Safety inspection and compliance check
3581,4060,12/20/2023,5,Performed software update
3146,4332,9/19/2023,4,Routine inspection and cleaning
4445,3482,1/20/2023,4,Preventive maintenance
4656,3641,6/24/2023,9,Lubricated moving parts
1469,3074,7/6/2023,1,Calibrated equipment for accuracy
1504,1645,4/8/2023,1,Diagnostic tests and troubleshooting
5030,4107,4/2/2023,3,Preventive maintenance
737,449,11/10/2023,4,Preventive maintenance
4404,4984,2/5/2023,1,Disinfection and sterilization
1685,173,11/24/2023,5,Routine inspection and cleaning
4644,3181,9/6/2023,6,Replaced faulty sensor
5839,2356,1/8/2023,8,Disinfection and sterilization
1567,2845,6/10/2023,7,Disinfection and sterilization
5333,4473,10/2/2023,2,Checked and tightened loose connections
772,2525,12/28/2023,8,Replaced faulty sensor
115,4383,9/5/2023,1,Checked and tightened loose connections
5425,3852,2/10/2023,8,Safety inspection and compliance check
4286,237,6/3/2023,1,Verified calibration accuracy
1628,2974,4/15/2023,7,Diagnostic tests and troubleshooting
4989,1497,7/7/2023,2,Emergency repair
4719,1779,2/12/2023,5,Diagnostic tests and troubleshooting
4147,2529,10/19/2023,7,Preventive maintenance
715,4647,8/25/2023,9,Replaced worn-out components
1049,3923,10/23/2023,4,Diagnostic tests and troubleshooting
4921,745,6/19/2023,1,Preventive maintenance
757,4828,5/19/2023,5,Replaced worn-out components
4910,3155,10/15/2023,5,Verified calibration accuracy
1403,3219,11/12/2023,6,Replaced faulty sensor
3536,2394,8/2/2023,1,Verified calibration accuracy
5517,529,3/30/2023,7,Calibrated equipment for accuracy
4925,3512,12/1/2023,8,Emergency repair
438,3967,3/9/2023,2,Preventive maintenance
4757,1419,3/6/2023,5,Lubricated moving parts
2375,6,2/24/2023,5,Replaced worn-out components
275,2787,4/6/2023,6,Replaced faulty sensor
1464,967,7/19/2023,5,Verified calibration accuracy
4810,2299,11/28/2023,6,Safety inspection and compliance check
2691,472,8/16/2023,3,Preventive maintenance
239,1113,3/6/2023,6,Safety inspection and compliance check
5164,837,5/20/2023,8,Verified calibration accuracy
2670,2704,6/15/2023,2,Lubricated moving parts
3306,2608,9/22/2023,1,Preventive maintenance
5679,2167,10/18/2023,5,Lubricated moving parts
4489,978,9/4/2023,7,Replaced faulty sensor
1396,4360,11/17/2023,6,Emergency repair
115,3985,12/10/2023,1,Verified calibration accuracy
1569,295,6/2/2023,5,Routine inspection and cleaning
2678,4281,7/12/2023,6,Safety inspection and compliance check
5011,790,3/30/2023,3,Replaced faulty sensor
3532,1260,8/3/2023,9,Performed software update
3849,2047,4/19/2023,6,Verified calibration accuracy
3645,1104,1/23/2023,3,Checked and tightened loose connections
547,4860,9/8/2023,6,Preventive maintenance
2890,3445,6/3/2023,1,Routine inspection and cleaning
4862,1507,11/6/2023,4,Diagnostic tests and troubleshooting
1263,4050,6/6/2023,8,Diagnostic tests and troubleshooting
1580,4569,4/29/2023,5,Disinfection and sterilization
2748,2226,1/23/2023,9,Lubricated moving parts
4479,3854,3/25/2023,5,Performed software update
2900,578,1/8/2023,5,Replaced faulty sensor
653,1195,12/3/2023,6,Disinfection and sterilization
3074,3019,9/10/2023,8,Emergency repair
888,2025,8/20/2023,3,Replaced worn-out components
3347,3839,10/19/2023,4,Preventive maintenance
4267,1674,10/16/2023,5,Routine inspection and cleaning
4320,3782,6/24/2023,7,Calibrated equipment for accuracy
3515,4255,1/15/2023,2,Calibrated equipment for accuracy
170,4063,8/6/2023,9,Preventive maintenance
5702,2301,6/15/2023,9,Diagnostic tests and troubleshooting
1264,124,6/19/2023,2,Checked and tightened loose connections
4512,2236,11/5/2023,2,Emergency repair
1390,3477,3/13/2023,7,Calibrated equipment for accuracy
336,4374,8/2/2023,9,Routine inspection and cleaning
4892,809,4/27/2023,8,Performed software update
4174,3047,2/28/2023,7,Preventive maintenance
4152,531,2/24/2023,8,Diagnostic tests and troubleshooting
5067,899,5/25/2023,4,Replaced faulty sensor
1374,3586,6/11/2023,1,Calibrated equipment for accuracy
3272,3278,3/30/2023,2,Diagnostic tests and troubleshooting
5042,1171,11/11/2023,3,Checked and tightened loose connections
4437,79,9/23/2023,9,Disinfection and sterilization
5362,2280,11/2/2023,6,Replaced faulty sensor
5194,303,11/24/2023,8,Verified calibration accuracy
5252,1514,3/10/2023,3,Emergency repair
2077,4569,5/21/2023,4,Lubricated moving parts
4924,3061,10/23/2023,7,Disinfection and sterilization
2308,3715,11/23/2023,8,Calibrated equipment for accuracy
2219,3289,7/28/2023,7,Emergency repair
5631,3639,2/28/2023,7,Emergency repair
3455,4692,2/5/2023,5,Performed software update
4622,2453,9/30/2023,7,Routine inspection and cleaning
2586,2022,1/5/2023,2,Preventive maintenance
1404,464,5/27/2023,1,Diagnostic tests and troubleshooting
214,4151,8/13/2023,1,Lubricated moving parts
1783,3562,5/19/2023,8,Checked and tightened loose connections
3301,2596,6/13/2023,1,Routine inspection and cleaning
4071,1346,10/24/2023,1,Checked and tightened loose connections
2068,2276,9/21/2023,2,Performed software update
2026,2171,7/27/2023,5,Preventive maintenance
3926,1424,12/7/2023,3,Routine inspection and cleaning
3091,1836,2/15/2023,9,Emergency repair
1273,551,10/3/2023,4,Disinfection and sterilization
2267,3286,11/3/2023,6,Verified calibration accuracy
3777,691,7/2/2023,3,Replaced faulty sensor
4322,644,5/8/2023,6,Safety inspection and compliance check
5590,3738,7/16/2023,2,Replaced worn-out components
2852,3963,8/17/2023,9,Disinfection and sterilization
4474,1725,12/14/2023,8,Preventive maintenance
4174,1894,3/30/2023,2,Replaced worn-out components
3663,197,6/22/2023,1,Calibrated equipment for accuracy
773,1034,12/13/2023,3,Preventive maintenance
